family	s_name
Woodsiaceae	Woodsia hancockii
Woodsiaceae	Woodsia ilvensis
Woodsiaceae	Woodsia intermedia
Woodsiaceae	Woodsia macrochlaena
Woodsiaceae	Woodsia macrochlaena f. glabrata
Woodsiaceae	Woodsia manchuriensis
Woodsiaceae	Woodsia nikkoensis
Woodsiaceae	Woodsia okamotoi
Woodsiaceae	Woodsia polystichoides
Woodsiaceae	Woodsia pseudoilvensis
Woodsiaceae	Woodsia rosthorniana
Woodsiaceae	Woodsia saitoana
Woodsiaceae	Woodsia subcordata
Onocleaceae	Matteuccia struthiopteris
Onocleaceae	Oncoclea orientale
Onocleaceae	Oncoclea orientale f. incisa
Onocleaceae	Oncoclea sensibilis var. interrupta
Onocleaceae	Oncoclea struthiopteris
Onocleaceae	Onoclea orientalis
Onocleaceae	Onoclea sensibilis
Onocleaceae	Onoclea sensibilis var. interrupta
Onocleaceae	Onoclea struthiopteris
Onocleaceae	Pentarhizidium orientale
Onocleaceae	Pentarhizidium orientale f. incisum
Blechnaceae	－
Blechnaceae	Blechnidium melanopus
Blechnaceae	Blechnopsis orientalis
Blechnaceae	Blechnum amabile
Blechnaceae	Blechnum castaneum
Blechnaceae	Blechnum castaneum f. viridipes
Blechnaceae	Blechnum castaneum var. viridipes
Blechnaceae	Blechnum fraseri
Blechnaceae	Blechnum hancockii
Blechnaceae	Blechnum niponicum
Blechnaceae	Blechnum niponicum f. flabellatum
Blechnaceae	Blechnum niponicum f. kinoshitae
Blechnaceae	Blechnum niponicum f. reflexipinnula
Blechnaceae	Blechnum niponicum f. undulatipinnula
Blechnaceae	Blechnum niponicum var. minimum
Blechnaceae	Blechnum occidentale
Blechnaceae	Blechnum orientale
Blechnaceae	Brainea insignis
Blechnaceae	Cleistoblechnum eburneum var. obtusum
Blechnaceae	Struthiopteris amabilis
Blechnaceae	Struthiopteris castanea
Blechnaceae	Struthiopteris niponica
Blechnaceae	Struthiopteris niponica var. minima
Blechnaceae	Struthiopteris niponica var. reflexipinnula
Blechnaceae	Woodwardia × intermedia
Blechnaceae	Woodwardia × izuensis
Blechnaceae	Woodwardia harlandii
Blechnaceae	Woodwardia japonica
Blechnaceae	Woodwardia japonica var. latisecta
Blechnaceae	Woodwardia kempii
Blechnaceae	Woodwardia orientalis
Blechnaceae	Woodwardia orientalis × W. prolifera
Blechnaceae	Woodwardia prolifera
Blechnaceae	Woodwardia unigemmata
Athyriaceae	－
Athyriaceae	Anisocampium × saitoanum
Athyriaceae	Anisocampium cumingianum
Athyriaceae	Anisocampium niponicum
Athyriaceae	Anisocampium sheareri
Athyriaceae	Athyrium × akiense
Athyriaceae	Athyrium × amagipedis
Athyriaceae	Athyrium × amagipedis f. viridipes
Athyriaceae	Athyrium × anceps
Athyriaceae	Athyrium × austrojaponense
Athyriaceae	Athyrium × awatae
Athyriaceae	Athyrium × bicolor
Athyriaceae	Athyrium × bicolor nothosubsp. shiibaense
Athyriaceae	Athyrium × calochromum
Athyriaceae	Athyrium × calophyllum
Athyriaceae	Athyrium × cornopteroides
Athyriaceae	Athyrium × flavosorum
Athyriaceae	Athyrium × fuscopaleaceum
Athyriaceae	Athyrium × gifuense
Athyriaceae	Athyrium × glabrescens
Athyriaceae	Athyrium × hisatsuanum
Athyriaceae	Athyrium × hohuanshanense
Athyriaceae	Athyrium × ikutae
Athyriaceae	Athyrium × inabaense
Athyriaceae	Athyrium × inouei
Athyriaceae	Athyrium × kawabatae
Athyriaceae	Athyrium × kawabataeoides
Athyriaceae	Athyrium × kidoanum
Athyriaceae	Athyrium × masachikanum
Athyriaceae	Athyrium × masayukianum
Athyriaceae	Athyrium × megayakusimense
Athyriaceae	Athyrium × mentiens
Athyriaceae	Athyrium × minakuchii
Athyriaceae	Athyrium × multifidum
Athyriaceae	Athyrium × multifidum nothof. sakuraii
Athyriaceae	Athyrium × neoelegans
Athyriaceae	Athyrium × neoelegans f. pulvereum
Athyriaceae	Athyrium × neoelegans nothof. pulvereum
Athyriaceae	Athyrium × neoyokoscense
Athyriaceae	Athyrium × paludicola
Athyriaceae	Athyrium × petiolulatum
Athyriaceae	Athyrium × pseudocryptogrammoides
Athyriaceae	Athyrium × pseudoiseanum
Athyriaceae	Athyrium × pseudopinetorum
Athyriaceae	Athyrium × pseudopinetorum nothof. pilosum
Athyriaceae	Athyrium × pseudospinescens
Athyriaceae	Athyrium × pseudowardii
Athyriaceae	Athyrium × purpurascens
Athyriaceae	Athyrium × purpurascens f. pilosum
Athyriaceae	Athyrium × purpureipes
Athyriaceae	Athyrium × pygmaei-silvae
Athyriaceae	Athyrium × quaesitum
Athyriaceae	Athyrium × quaesitum nothof. pulvereum
Athyriaceae	Athyrium × satsumense
Athyriaceae	Athyrium × sefuricola
Athyriaceae	Athyrium × shiibaense
Athyriaceae	Athyrium × shikokumontanum
Athyriaceae	Athyrium × subcrassipes
Athyriaceae	Athyrium × tokashikii
Athyriaceae	Athyrium × tokashikii f. viridulum
Athyriaceae	Athyrium × tottoriense
Athyriaceae	Athyrium × tsurutanum
Athyriaceae	Athyrium × undulatipinnulum
Athyriaceae	Athyrium × watanabei
Athyriaceae	Athyrium × yakuinsulare
Athyriaceae	Athyrium × yakumonticola
Athyriaceae	Athyrium acutipinnulum
Athyriaceae	Athyrium alpestre
Athyriaceae	Athyrium alpestre subsp. americanum
Athyriaceae	Athyrium anisopterum
Athyriaceae	Athyrium arisanense var. arisanense
Athyriaceae	Athyrium arisanense var. kenzo-satakei
Athyriaceae	Athyrium atkinsonii
Athyriaceae	Athyrium brevifrons
Athyriaceae	Athyrium brevifrons × A. deltoidofrons
Athyriaceae	Athyrium brevifrons × A. vidalii
Athyriaceae	Athyrium brevifrons × A. yokoscense
Athyriaceae	Athyrium christensenianum
Athyriaceae	Athyrium clivicola
Athyriaceae	Athyrium clivicola × A. delavayi
Athyriaceae	Athyrium clivicola × A. deltoidofrons
Athyriaceae	Athyrium clivicola × A. oblitescens
Athyriaceae	Athyrium clivicola × A. setuligerum
Athyriaceae	Athyrium clivicola × A. subrigescens
Athyriaceae	Athyrium clivicola × A. tozanense
Athyriaceae	Athyrium clivicola × A. vidalii
Athyriaceae	Athyrium crenulatoserrulatum
Athyriaceae	Athyrium cryptogrammoides
Athyriaceae	Athyrium decurrentialatum
Athyriaceae	Athyrium decurrentialatum f. platyphyllum
Athyriaceae	Athyrium decurrenti-alatum f. platyphyllum
Athyriaceae	Athyrium delavayi
Athyriaceae	Athyrium delavayi × A. kenzo-satakei
Athyriaceae	Athyrium delavayi × A. masamunei
Athyriaceae	Athyrium delavayi × A. oblitescens
Athyriaceae	Athyrium delavayi × A. otophorum
Athyriaceae	Athyrium delavayi × A. vidalii
Athyriaceae	Athyrium delavayi var. delavayi
Athyriaceae	Athyrium delavayi var. subrigescens
Athyriaceae	Athyrium deltoidofrons
Athyriaceae	Athyrium deltoidofrons × A. iseanum
Athyriaceae	Athyrium deltoidofrons × A. iseanum var. iseanum
Athyriaceae	Athyrium deltoidofrons × A. otophorum
Athyriaceae	Athyrium deltoidofrons × A. sinense
Athyriaceae	Athyrium deltoidofrons × A. wardii
Athyriaceae	Athyrium deltoidofrons × A. yokoscense
Athyriaceae	Athyrium deltoidofrons × A. yokoscense var. yokoscense
Athyriaceae	Athyrium deltoidofrons f. acutissimum
Athyriaceae	Athyrium deltoidofrons f. ohmurae
Athyriaceae	Athyrium distentifolium
Athyriaceae	Athyrium epirachis
Athyriaceae	Athyrium eremicola
Athyriaceae	Athyrium eremicola × A. oblitescens
Athyriaceae	Athyrium erythropodum
Athyriaceae	Athyrium excelsius
Athyriaceae	Athyrium fallaciosum
Athyriaceae	Athyrium filix-foemina
Athyriaceae	Athyrium fluviale
Athyriaceae	Athyrium frangulum f. viride
Athyriaceae	Athyrium imbricatum
Athyriaceae	Athyrium iseanum × A. neglectum
Athyriaceae	Athyrium iseanum × A. neglectum subsp. neglectum
Athyriaceae	Athyrium iseanum × A. setuligerum
Athyriaceae	Athyrium iseanum var. angustisectum
Athyriaceae	Athyrium iseanum var. angustisectum × A. iseanum var. iseanum
Athyriaceae	Athyrium iseanum var. angustisectum × A. masamunei
Athyriaceae	Athyrium iseanum var. angustisectum × A. otophorum
Athyriaceae	Athyrium iseanum var. angustisectum × A. vidalii
Athyriaceae	Athyrium iseanum var. gracilipes
Athyriaceae	Athyrium iseanum var. iseanum
Athyriaceae	Athyrium iseanum var. iseanum × A. iseanum var. angustisectum
Athyriaceae	Athyrium iseanum var. iseanum × A. neglectum subsp. neglectum
Athyriaceae	Athyrium iseanum var. iseanum × A. setuligerum
Athyriaceae	Athyrium kirishimaense
Athyriaceae	Athyrium kirisimaense
Athyriaceae	Athyrium kirisimaense × A. vidalii
Athyriaceae	Athyrium kuratae
Athyriaceae	Athyrium kuratae × A. oblitescens
Athyriaceae	Athyrium kuratae × A. setuligerum
Athyriaceae	Athyrium leiopodum
Athyriaceae	Athyrium masamunei
Athyriaceae	Athyrium melanolepis
Athyriaceae	Athyrium melanolepis × A. pinetorum
Athyriaceae	Athyrium melanolepis × A. vidalii
Athyriaceae	Athyrium minimum
Athyriaceae	Athyrium mupinense
Athyriaceae	Athyrium nakaii
Athyriaceae	Athyrium nakanoi
Athyriaceae	Athyrium neglectum
Athyriaceae	Athyrium neglectum × A. yokoscense
Athyriaceae	Athyrium neglectum subsp. australe
Athyriaceae	Athyrium neglectum subsp. australe × A. yokoscense
Athyriaceae	Athyrium neglectum subsp. neglectum
Athyriaceae	Athyrium nikkoense
Athyriaceae	Athyrium niponicum f. cristatoflabelatum
Athyriaceae	Athyrium niponicum f. metallicum
Athyriaceae	Athyrium nudum
Athyriaceae	Athyrium oblitescens
Athyriaceae	Athyrium oblitescens × A. subrigescens
Athyriaceae	Athyrium oblitescens × A. wardii
Athyriaceae	Athyrium opacum
Athyriaceae	Athyrium opacum f. glabrescens
Athyriaceae	Athyrium opacum f. opacum
Athyriaceae	Athyrium oppositipennum
Athyriaceae	Athyrium otophorum
Athyriaceae	Athyrium otophorum × A. subrigescens
Athyriaceae	Athyrium otophorum × A. viridescentipes
Athyriaceae	Athyrium otophorum f. okanum
Athyriaceae	Athyrium otophorum f. viridescens
Athyriaceae	Athyrium palustre
Athyriaceae	Athyrium pinetorum
Athyriaceae	Athyrium puncticaule
Athyriaceae	Athyrium reflexipinnum
Athyriaceae	Athyrium rupestre
Athyriaceae	Athyrium setuligerum
Athyriaceae	Athyrium silvicola
Athyriaceae	Athyrium silvicola f. kinokuniense
Athyriaceae	Athyrium silvicola f. silvicola
Athyriaceae	Athyrium sinense
Athyriaceae	Athyrium sinense × A. vidalii
Athyriaceae	Athyrium sinense × A. yokoscense
Athyriaceae	Athyrium sohayakiense
Athyriaceae	Athyrium spinescens
Athyriaceae	Athyrium spinulosum
Athyriaceae	Athyrium strigillosum
Athyriaceae	Athyrium subrigescens
Athyriaceae	Athyrium subrigescens × A. vidalii
Athyriaceae	Athyrium subrigescens f. pubigerum
Athyriaceae	Athyrium tozanense
Athyriaceae	Athyrium tozanense × A. vidalii
Athyriaceae	Athyrium tozanense f. glandulosopilosum
Athyriaceae	Athyrium tripinnatum
Athyriaceae	Athyrium vidalii
Athyriaceae	Athyrium vidalii f. pulvigerum
Athyriaceae	Athyrium vidalii f. togakushiense
Athyriaceae	Athyrium vidalii f. viridans
Athyriaceae	Athyrium vidalii f. yamadae
Athyriaceae	Athyrium viridescentipes
Athyriaceae	Athyrium wardii
Athyriaceae	Athyrium wardii f. chloropodum
Athyriaceae	Athyrium wardii f. inadae
Athyriaceae	Athyrium yakusimense
Athyriaceae	Athyrium yokoscense
Athyriaceae	Athyrium yokoscense f. alpicola
Athyriaceae	Athyrium yokoscense f. dilatatum
Athyriaceae	Deparia × birii
Athyriaceae	Deparia × kiyozumiana
Athyriaceae	Deparia × lobatocrenata
Athyriaceae	Deparia × musashiensis
Athyriaceae	Deparia × togakushiensis
Athyriaceae	Deparia × tomitaroana
Athyriaceae	Deparia × yamagataensis
Athyriaceae	Deparia allantodioides
Athyriaceae	Deparia bonincola
Athyriaceae	Deparia conilii
Athyriaceae	Deparia conilii × D. dimorphophylla
Athyriaceae	Deparia conilii × D. japonica
Athyriaceae	Deparia conilii × D. kiusiana
Athyriaceae	Deparia conilii × D. petersenii
Athyriaceae	Deparia conilii × D. petersenii var. petersenii
Athyriaceae	Deparia conilii × D. pseudoconilii
Athyriaceae	Deparia conilii × D. pseudoconilii var. pseudoconilii
Athyriaceae	Deparia conilii × D. pseudoconilii var. subdeldoidofrons
Athyriaceae	Deparia conilii × D. pycnosora var. pycnosora
Athyriaceae	Deparia conilii var. angustata
Athyriaceae	Deparia coreana
Athyriaceae	Deparia coreana × D. pycnosora var. pycnosora
Athyriaceae	Deparia dawuensis
Athyriaceae	Deparia dimorphophylla
Athyriaceae	Deparia dimorphophylla × D. kiusiana
Athyriaceae	Deparia dimorphophylla × D. petersenii
Athyriaceae	Deparia dimorphophylla × D. petersenii var. petersenii
Athyriaceae	Deparia dimorphophylla × D. pseudoconilii
Athyriaceae	Deparia dimorphophylla × D. pseudoconilii var. pseudoconilii
Athyriaceae	Deparia dimorphophylla × D. pseudoconilii var. subdeltoidofrons
Athyriaceae	Deparia formosana
Athyriaceae	Deparia henryi
Athyriaceae	Deparia japonica
Athyriaceae	Deparia japonica × D. kiusiana
Athyriaceae	Deparia japonica × D. longipes
Athyriaceae	Deparia japonica × D. pseudoconilii var. pseudoconilii
Athyriaceae	Deparia japonica × D. pseudoconilii var. subdeltoidofrons
Athyriaceae	Deparia jiulungensis × D. pycnosora
Athyriaceae	Deparia jiulungensis var. albosquamata
Athyriaceae	Deparia kiusiana
Athyriaceae	Deparia kiusiana × D. petersenii
Athyriaceae	Deparia kiusiana × D. petersenii var. petersenii
Athyriaceae	Deparia kiusiana × D. pseudoconilii
Athyriaceae	Deparia kiusiana × D. pseudoconilii var. pseudoconilii
Athyriaceae	Deparia lancea
Athyriaceae	Deparia longipes
Athyriaceae	Deparia minamitanii
Athyriaceae	Deparia mucilagina
Athyriaceae	Deparia okuboana
Athyriaceae	Deparia okuboana × D. pterorachis
Athyriaceae	Deparia okuboana × D. viridifrons
Athyriaceae	Deparia otomasui
Athyriaceae	Deparia petersenii
Athyriaceae	Deparia petersenii × D. pseudoconilii
Athyriaceae	Deparia petersenii var. petersenii
Athyriaceae	Deparia petersenii var. petersenii × D. pseudoconilii var. pseudoconilii
Athyriaceae	Deparia petersenii var. yakusimensis
Athyriaceae	Deparia pseudoconilii
Athyriaceae	Deparia pseudoconilii var. pseudoconilii
Athyriaceae	Deparia pseudoconilii var. subdeltoidofrons
Athyriaceae	Deparia pterorachis
Athyriaceae	Deparia pterorachis × D. viridifrons
Athyriaceae	Deparia pycnosora
Athyriaceae	Deparia pycnosora var. albosquamata
Athyriaceae	Deparia pycnosora var. mucilagina
Athyriaceae	Deparia pycnosora var. pycnosora
Athyriaceae	Deparia pycnosora var. pycnosora × D. pycnosora var. albosquamata
Athyriaceae	Deparia subfluvialis
Athyriaceae	Deparia unifurcata
Athyriaceae	Deparia vegetior
Athyriaceae	Deparia viridifrons
Athyriaceae	Diplazium × bittyuense
Athyriaceae	Diplazium × hutohanum
Athyriaceae	Diplazium × kidoi
Athyriaceae	Diplazium × ohsumicola
Athyriaceae	Diplazium × okudairaeoides
Athyriaceae	Diplazium × owaseanum
Athyriaceae	Diplazium × satsumense
Athyriaceae	Diplazium × tetsu-yamanakae
Athyriaceae	Diplazium × toriianum
Athyriaceae	Diplazium × yakumontanum
Athyriaceae	Diplazium × yaoshanense
Athyriaceae	Diplazium amamianum
Athyriaceae	Diplazium amamianum × D. doederleinii
Athyriaceae	Diplazium asperum
Athyriaceae	Diplazium chinense
Athyriaceae	Diplazium chinense × D. fauriei
Athyriaceae	Diplazium conterminum
Athyriaceae	Diplazium conterminum × D. hachijoense
Athyriaceae	Diplazium crassiusculum
Athyriaceae	Diplazium deciduum
Athyriaceae	Diplazium deciduum × D. mettenianum
Athyriaceae	Diplazium deciduum × D. nipponicum
Athyriaceae	Diplazium dilatatum
Athyriaceae	Diplazium dilatatum var. dilatatum
Athyriaceae	Diplazium dilatatum var. heterolepis
Athyriaceae	Diplazium doederleinii
Athyriaceae	Diplazium doederleinii × D. laxifrons
Athyriaceae	Diplazium donianum var. aphanoneuron
Athyriaceae	Diplazium donianum var. donianum
Athyriaceae	Diplazium esculentum
Athyriaceae	Diplazium fauriei
Athyriaceae	Diplazium fauriei × D. griffithii
Athyriaceae	Diplazium fauriei × D. hayatamae
Athyriaceae	Diplazium fauriei × D. mettenianum
Athyriaceae	Diplazium fauriei × D. nipponicum
Athyriaceae	Diplazium griffithii
Athyriaceae	Diplazium griffithii × D. hayatamae
Athyriaceae	Diplazium griffithii × D. mettenianum
Athyriaceae	Diplazium hachijoense
Athyriaceae	Diplazium hayatamae
Athyriaceae	Diplazium hayatamae × D. mettenianum
Athyriaceae	Diplazium incomptum
Athyriaceae	Diplazium kawabatae
Athyriaceae	Diplazium kawakamii
Athyriaceae	Diplazium kawakamii f. subglabratum
Athyriaceae	Diplazium laxifrons
Athyriaceae	Diplazium lobatum
Athyriaceae	Diplazium longicarpum
Athyriaceae	Diplazium magofukui
Athyriaceae	Diplazium maonense
Athyriaceae	Diplazium megaphylum
Athyriaceae	Diplazium mettenianum
Athyriaceae	Diplazium mettenianum var. isobasis
Athyriaceae	Diplazium nipponicum
Athyriaceae	Diplazium nipponicum × D. squamigerum
Athyriaceae	Diplazium okinawaense
Athyriaceae	Diplazium okudairae
Athyriaceae	Diplazium pinfaense
Athyriaceae	Diplazium proliferum
Athyriaceae	Diplazium pseudodoederleinii
Athyriaceae	Diplazium pullingeri
Athyriaceae	Diplazium sibiricum var. glabrum
Athyriaceae	Diplazium sibiricum var. glabrum × D. squamigerum
Athyriaceae	Diplazium sibiricum var. sibiricum
Athyriaceae	Diplazium sibiricum var. sibiricum × D. sibiricum var. glabrum
Athyriaceae	Diplazium squamigerum
Athyriaceae	Diplazium subtripinnatum
Athyriaceae	Diplazium taiwanense
Athyriaceae	Diplazium takii
Athyriaceae	Diplazium virescens
Athyriaceae	Diplazium virescens var. sugimotoi
Athyriaceae	Diplazium wichurae
Athyriaceae	Diplazium wichurae var. amabile
Athyriaceae	Diplazium wichurae var. wichurae
Athyriaceae	Diplazium wichurae var. wichurae f. shimurae
Athyriaceae	Lunathyrium petersenii var. grammitoides
Athyriaceae	Lunathyrium petersenii var. itoanum
Athyriaceae	Lunathyrium petersenii var. yakusimensis
Thelypteridaceae	Cyclosorus megacuspis
Thelypteridaceae	Macrothelypteris × subviridifrons
Thelypteridaceae	Macrothelypteris ogasawarensis
Thelypteridaceae	Macrothelypteris torresiana var. calvata
Thelypteridaceae	Macrothelypteris torresiana var. torresiana
Thelypteridaceae	Macrothelypteris viridifrons
Thelypteridaceae	Phegopteris aurita
Thelypteridaceae	Phegopteris bukoensis
Thelypteridaceae	Phegopteris connectilis
Thelypteridaceae	Phegopteris decursivepinnata
Thelypteridaceae	Phegopteris koreana
Thelypteridaceae	Phegopteris subaurita
Thelypteridaceae	Stegnogramma pozoi subsp. mollissima f. pilosissima
Thelypteridaceae	Stegnogramma pozoi subsp. mollissima f. yakusimensis
Thelypteridaceae	Thelypteris × incesta
Thelypteridaceae	Thelypteris × insularis
Thelypteridaceae	Thelypteris × paradentata
Thelypteridaceae	Thelypteris × pseudoliukiuensis
Thelypteridaceae	Thelypteris × subviridifrons
Thelypteridaceae	Thelypteris acuminata
Thelypteridaceae	Thelypteris acuminata × T. dentata
Thelypteridaceae	Thelypteris acuminata × T. jaculosa
Thelypteridaceae	Thelypteris acuminata × T. parasitica
Thelypteridaceae	Thelypteris acuminata f. cristata
Thelypteridaceae	Thelypteris acuminata f. nagurae
Thelypteridaceae	Thelypteris acuminata var. kuliangensis
Thelypteridaceae	Thelypteris acuminata var. ogatana
Thelypteridaceae	Thelypteris acuminata 'Yamawakii'
Thelypteridaceae	Thelypteris adscendens
Thelypteridaceae	Thelypteris angulariloba
Thelypteridaceae	Thelypteris angustifrons
Thelypteridaceae	Thelypteris angustifrons × T. cystopteroides
Thelypteridaceae	Thelypteris angustifrons × T. glanduligera
Thelypteridaceae	Thelypteris arida
Thelypteridaceae	Thelypteris auriculata
Thelypteridaceae	Thelypteris aurita
Thelypteridaceae	Thelypteris beddomei
Thelypteridaceae	Thelypteris boninensis
Thelypteridaceae	Thelypteris bukoensis
